Shipment#,IndexDate,Month,Year,Date(Period),CarrierRef,EnglishOrigin,EnglishDestination,Route,GCD,CO2,CO2Metric,Density,CDCTrafficRating,CDCDensityRating,CDCEfficiencyRating,RDCTrafficRating,RDCDensityRating,RDCEfficiencyRating,RouteTrafficRating,RouteDensityRating,RouteEfficiencyRating
851,09-12-2013,9,2013,Sep-13,Carrier10,Shanghai CDC,Changsha RDC,"Shanghai CDC , Changsha RDC",888.9,32.57627012,0.203599143,192.513369,5,4,3,4,4,5,2,2,5
852,09-12-2013,9,2013,Sep-13,Carrier08,Shanghai CDC,Changchun RDC,"Shanghai CDC , Changchun RDC",1442.9,45.77497368,0.191942685,232.4613221,5,4,3,4,4,5,2,2,4
853,09-12-2013,9,2013,Sep-13,Carrier07,Huiyang CDC,Nanning RDC,"Huiyang CDC , Nanning RDC",636.6,3.853189229,0.30755912,120.7361963,4,1,2,2,2,2,2,1,4
854,09-12-2013,9,2013,Sep-13,Carrier08,Hefei CDC,Tianjin RDC,"Hefei CDC , Tianjin RDC",814.1219863,36.34,1.144539624,230.7692308,1,5,1,2,2,5,1,3,2
855,09-12-2013,9,2013,Sep-13,Carrier08,Hefei CDC,Changchun RDC,"Hefei CDC , Changchun RDC",1522.926498,357.66,0.960789034,245.465957,1,5,1,4,4,5,1,3,2
856,09-12-2013,9,2013,Sep-13,Carrier08,Hefei CDC,Jiulongpo RDC,"Hefei CDC , Jiulongpo RDC",1065.272624,31.26,1.051400964,221.1568938,1,5,1,4,3,3,1,3,2
857,09-12-2013,9,2013,Sep-13,Carrier08,Shanghai CDC,Beijing RDC,"Shanghai CDC , Beijing RDC",1091.2,23.2998275,0.235678601,153.0405405,5,4,3,4,4,5,4,2,5
858,09-12-2013,9,2013,Sep-13,Carrier09,Huiyang CDC,Guangzhou RDC,"Huiyang CDC , Guangzhou RDC",99.9,185.4643369,0.364462654,130.5500026,4,1,2,4,4,5,5,1,3
859,09-13-2013,9,2013,Sep-13,Carrier08,Shanghai CDC,Zhengzhou RDC,"Shanghai CDC , Zhengzhou RDC",820.7,269.6296359,0.150284146,243.4952105,5,4,3,2,2,5,3,2,5
860,09-13-2013,9,2013,Sep-13,Carrier06,Beijing CDC,Tianjin RDC,"Beijing CDC , Tianjin RDC",137.3,6.112583387,0.163076587,249.0875912,3,3,5,2,2,5,3,1,4
861,09-13-2013,9,2013,Sep-13,Carrier08,Beijing CDC,Guangdong RDC,"Beijing CDC , Guangdong RDC",1933.6,52.88547318,0.248643478,141.025641,3,3,5,4,4,5,3,2,4
862,09-14-2013,9,2013,Sep-13,Carrier08,Beijing CDC,Guangdong RDC,"Beijing CDC , Guangdong RDC",1933.6,25.93600524,0.288371781,121.4464752,3,3,5,4,4,5,3,2,4
863,09-14-2013,9,2013,Sep-13,Carrier08,Beijing CDC,Jiulongpo RDC,"Beijing CDC , Jiulongpo RDC",1479.7,3.572351546,0.307233446,124.7301587,3,3,5,4,3,3,1,2,4
864,09-14-2013,9,2013,Sep-13,Carrier12,Shanghai CDC,Qingdao RDC,"Shanghai CDC , Qingdao RDC",742.2,39.65961437,0.190567803,198.0225989,5,4,3,2,2,2,2,2,5
865,09-14-2013,9,2013,Sep-13,Carrier06,Shanghai CDC,Hangzhou RDC,"Shanghai CDC , Hangzhou RDC",178.7,4.614165396,0.252204877,152.1248143,5,4,3,4,3,3,4,1,2
866,09-14-2013,9,2013,Sep-13,Carrier06,Shanghai CDC,Hangzhou RDC,"Shanghai CDC , Hangzhou RDC",178.7,8.182518376,0.2467087,155.704698,5,4,3,4,3,3,4,1,2
867,09-14-2013,9,2013,Sep-13,Carrier06,Shanghai CDC,Nanjing RDC,"Shanghai CDC , Nanjing RDC",278.7,173.8976899,0.289234655,129.0934115,5,4,3,2,2,2,5,1,4
868,09-16-2013,9,2013,Sep-13,Carrier06,Huiyang CDC,Hangzhou RDC,"Huiyang CDC , Hangzhou RDC",1000.8,1288.373791,0.321972173,124.0054585,4,1,2,4,3,3,2,1,4
869,09-16-2013,9,2013,Sep-13,Carrier06,Huiyang CDC,Nanjing RDC,"Huiyang CDC , Nanjing RDC",1096.6,176.073378,0.351514406,110.6528585,4,1,2,2,2,2,3,1,4
870,09-16-2013,9,2013,Sep-13,Carrier08,Shenzhen CDC,Hainan RDC,"Shenzhen CDC , Hainan RDC",473.1900575,2.21,1.42739236,209.7435897,2,3,4,4,4,5,1,2,1
871,09-16-2013,9,2013,Sep-13,Carrier08,Shenzhen CDC,Beijing RDC,"Shenzhen CDC , Beijing RDC",1941.7,8.868308838,0.209316725,173.1746032,2,3,4,4,4,5,3,2,4
872,09-16-2013,9,2013,Sep-13,Carrier07,Huiyang CDC,Fuzhou RDC,"Huiyang CDC , Fuzhou RDC",602.1,128.513138,0.283636429,139.5619436,4,1,2,4,4,5,3,1,4
873,09-16-2013,9,2013,Sep-13,Carrier08,Hefei CDC,Taiyuan RDC,"Hefei CDC , Taiyuan RDC",788.6891835,155.01,1.157200829,226.5164044,1,5,1,2,2,5,1,3,3
874,09-16-2013,9,2013,Sep-13,Carrier10,Hefei CDC,Wuhan RDC,"Hefei CDC , Wuhan RDC",303,27.13080355,0.175633181,245.5761079,1,5,1,2,2,5,1,3,5
875,09-17-2013,9,2013,Sep-13,Carrier08,Beijing CDC,Guangzhou RDC,"Beijing CDC , Guangzhou RDC",1899.1,157.8523533,0.252643035,142.1780467,3,3,5,4,4,5,3,1,4
876,09-17-2013,9,2013,Sep-13,Carrier03,Beijing CDC,Yinchuan RDC,"Beijing CDC , Yinchuan RDC",888.3,1.468998707,0.308529689,137.4358974,3,3,5,1,2,5,1,1,4
877,09-17-2013,9,2013,Sep-13,Carrier04,Chengdu CDC,Chengdu RDC,"Chengdu CDC , Chengdu RDC",27,93.29517289,0.358346077,133.3412017,2,3,3,4,4,5,3,1,4
878,09-17-2013,9,2013,Sep-13,Carrier08,Shenzhen CDC,Xian RDC,"Shenzhen CDC , Xian RDC",1376,210.9096614,0.26966462,154.3307087,2,3,4,2,2,5,2,2,4
879,09-17-2013,9,2013,Sep-13,Carrier08,Shenzhen CDC,Shanghai RDC,"Shenzhen CDC , Shanghai RDC",1221.2,208.1953668,0.270335295,149.1932813,2,3,4,2,2,2,2,1,4
880,09-17-2013,9,2013,Sep-13,Carrier08,Shanghai CDC,Beijing RDC,"Shanghai CDC , Beijing RDC",1091.2,518.0515611,0.196773072,183.5728525,5,4,3,4,4,5,4,2,5
881,09-17-2013,9,2013,Sep-13,Carrier02,Shenzhen CDC,Chongqing RDC,"Shenzhen CDC , Chongqing RDC",1627,25.79462645,0.068649422,153.1452255,2,3,4,4,4,5,1,1,5
882,09-17-2013,9,2013,Sep-13,Carrier12,Beijing CDC,Qingdao RDC,"Beijing CDC , Qingdao RDC",378.3,274.60091,0.312395136,119.3609698,3,3,5,2,2,2,3,2,4
883,09-17-2013,9,2013,Sep-13,Carrier08,Shenzhen CDC,Wuhan RDC,"Shenzhen CDC , Wuhan RDC",863.5,6.641932814,0.225700515,175.6701031,2,3,4,2,2,5,1,2,4
884,09-18-2013,9,2013,Sep-13,Carrier08,Beijing CDC,Shenyang RDC,"Beijing CDC , Shenyang RDC",641.3,135.7554709,0.285975889,124.345708,3,3,5,2,2,5,3,1,4
885,09-18-2013,9,2013,Sep-13,Carrier12,Shanghai CDC,Chongqing RDC,"Shanghai CDC , Chongqing RDC",559.6,1.775457882,0.160725772,259.7368421,5,4,3,4,4,5,2,2,5
886,09-18-2013,9,2013,Sep-13,Carrier12,Beijing CDC,Qingdao RDC,"Beijing CDC , Qingdao RDC",378.3,582.5202382,0.30964625,120.4410376,3,3,5,2,2,2,3,2,4
887,09-18-2013,9,2013,Sep-13,Carrier07,Huiyang CDC,Xiamen RDC,"Huiyang CDC , Xiamen RDC",413.6,3.613557642,0.37284349,108.9906977,4,1,2,2,2,5,2,1,4
888,09-18-2013,9,2013,Sep-13,Carrier09,Huiyang CDC,Guangzhou RDC,"Huiyang CDC , Guangzhou RDC",99.9,17.78044082,0.418782096,112.7919321,4,1,2,4,4,5,5,1,3
889,09-18-2013,9,2013,Sep-13,Carrier07,Huiyang CDC,Kunming RDC,"Huiyang CDC , Kunming RDC",1205.6,1.168386998,0.157582636,256.25,4,1,2,4,3,3,3,2,4
890,09-18-2013,9,2013,Sep-13,Carrier07,Shanghai CDC,Xiamen RDC,"Shanghai CDC , Xiamen RDC",822,144.1380611,0.243393536,163.2540222,5,4,3,2,2,5,2,2,4
891,09-20-2013,9,2013,Sep-13,Carrier09,Huiyang CDC,Changsha RDC,"Huiyang CDC , Changsha RDC",611,521.150166,0.320873622,132.9698364,4,1,2,4,4,5,3,1,4
892,09-21-2013,9,2013,Sep-13,Carrier07,Chengdu CDC,Kunming RDC,"Chengdu CDC , Kunming RDC",659.5,224.3939955,0.328415844,126.2219786,2,3,3,4,3,3,2,1,4
893,09-21-2013,9,2013,Sep-13,Carrier06,Beijing CDC,Tianjin RDC,"Beijing CDC , Tianjin RDC",137.3,118.2927937,0.290089027,134.4378055,3,3,5,2,2,5,3,1,4
894,09-22-2013,9,2013,Sep-13,Carrier09,Huiyang CDC,Guangzhou RDC,"Huiyang CDC , Guangzhou RDC",99.9,0.001350519,0,0,4,1,2,4,4,5,5,1,3
895,09-22-2013,9,2013,Sep-13,Carrier09,Huiyang CDC,Guangzhou RDC,"Huiyang CDC , Guangzhou RDC",99.9,202.0046929,0.381889931,124.2730068,4,1,2,4,4,5,5,1,3
896,09-22-2013,9,2013,Sep-13,Carrier07,Shanghai CDC,Fuzhou RDC,"Shanghai CDC , Fuzhou RDC",623.6,134.2256543,0.207219647,197.8891217,5,4,3,4,4,5,1,2,4
897,09-22-2013,9,2013,Sep-13,Carrier06,Shanghai CDC,Beijing RDC,"Shanghai CDC , Beijing RDC",1091.2,8.353285128,0.205231546,175.9433962,5,4,3,4,4,5,4,2,5
898,09-22-2013,9,2013,Sep-13,Carrier08,Hefei CDC,Kunming RDC,"Hefei CDC , Kunming RDC",1600.256466,172.37,0.950613224,240.7265774,1,5,1,4,3,3,1,3,4
899,09-22-2013,9,2013,Sep-13,Carrier08,Hefei CDC,Nanchang RDC,"Hefei CDC , Nanchang RDC",370.0450128,28.94,1.618181293,246.8335036,1,5,1,2,2,2,1,3,1
900,09-22-2013,9,2013,Sep-13,Carrier10,Shanghai CDC,Guangzhou RDC,"Shanghai CDC , Guangzhou RDC",1207.5,131.2352092,0.255053513,153.3909287,5,4,3,4,4,5,3,2,4
901,09-23-2013,9,2013,Sep-13,Carrier08,Beijing CDC,Changchun RDC,"Beijing CDC , Changchun RDC",865.3,68.50716623,0.298805774,122.2704199,3,3,5,4,4,5,2,1,4
902,09-23-2013,9,2013,Sep-13,Carrier08,Huiyang CDC,Qingdao RDC,"Huiyang CDC , Qingdao RDC",1553.3,4.382004396,0.273892564,133.7662338,4,1,2,2,2,2,2,1,4
903,09-23-2013,9,2013,Sep-13,Carrier08,Shanghai CDC,Xian RDC,"Shanghai CDC , Xian RDC",1238.3,212.1050223,0.183302763,196.7677406,5,4,3,2,2,5,3,2,5
904,09-23-2013,9,2013,Sep-13,Carrier07,Huiyang CDC,Kunming RDC,"Huiyang CDC , Kunming RDC",1205.6,50.97066898,0.274475333,146.4192015,4,1,2,4,3,3,3,2,4
905,09-23-2013,9,2013,Sep-13,Carrier08,Shanghai CDC,Beijing RDC,"Shanghai CDC , Beijing RDC",1091.2,30.29232923,0.168286649,215.071708,5,4,3,4,4,5,4,2,5
906,09-23-2013,9,2013,Sep-13,Carrier10,Shanghai CDC,Guangzhou RDC,"Shanghai CDC , Guangzhou RDC",1207.5,2241.376796,0.201816079,194.1475493,5,4,3,4,4,5,3,2,4
907,09-23-2013,9,2013,Sep-13,Carrier07,Shanghai CDC,Xiamen RDC,"Shanghai CDC , Xiamen RDC",822,172.2379212,0.21543819,184.6591988,5,4,3,2,2,5,2,2,4
908,09-24-2013,9,2013,Sep-13,Carrier11,Beijing CDC,Zhengzhou RDC,"Beijing CDC , Zhengzhou RDC",627.4,1222.225935,0.266131266,137.6586742,3,3,5,2,2,5,3,1,4
909,09-24-2013,9,2013,Sep-13,Carrier07,Huiyang CDC,Fuzhou RDC,"Huiyang CDC , Fuzhou RDC",602.1,89.74046203,0.301102579,131.3694268,4,1,2,4,4,5,3,1,4
910,09-24-2013,9,2013,Sep-13,Carrier08,Beijing CDC,Shenyang RDC,"Beijing CDC , Shenyang RDC",641.3,320.1625999,0.253726555,140.3344983,3,3,5,2,2,5,3,1,4
911,09-24-2013,9,2013,Sep-13,Carrier06,Beijing CDC,Shijiazhuang RDC,"Beijing CDC , Shijiazhuang RDC",266.2,280.3053575,0.329656195,116.5256092,3,3,5,2,2,5,3,1,4
912,09-24-2013,9,2013,Sep-13,Carrier08,Shanghai CDC,Kunming RDC,"Shanghai CDC , Kunming RDC",1971.7,314.0568535,0.237380434,159.7619048,5,4,3,4,3,3,2,2,5
913,09-24-2013,9,2013,Sep-13,Carrier07,Shanghai CDC,Nanchang RDC,"Shanghai CDC , Nanchang RDC",628.7,117.540927,0.21323524,186.1511677,5,4,3,2,2,2,2,2,4
914,09-24-2013,9,2013,Sep-13,Carrier10,Hefei CDC,Guangzhou RDC,"Hefei CDC , Guangzhou RDC",1029.5,0.620179743,0.151740223,248.125,1,5,1,4,4,5,2,3,4
915,09-24-2013,9,2013,Sep-13,Carrier08,Huiyang CDC,Beijing RDC,"Huiyang CDC , Beijing RDC",1915.8,1496.289593,0.309216805,113.0981059,4,1,2,4,4,5,3,1,4
916,09-25-2013,9,2013,Sep-13,Carrier12,Beijing CDC,Qingdao RDC,"Beijing CDC , Qingdao RDC",378.3,91.38586371,0.322350977,115.6124653,3,3,5,2,2,2,3,2,4
917,09-25-2013,9,2013,Sep-13,Carrier08,Beijing CDC,Guangzhou RDC,"Beijing CDC , Guangzhou RDC",1899.1,1432.763261,0.28214035,127.248501,3,3,5,4,4,5,3,1,4
918,09-25-2013,9,2013,Sep-13,Carrier02,Shenzhen CDC,Chongqing RDC,"Shenzhen CDC , Chongqing RDC",1627,5.541404778,0.055834481,188.8544892,2,3,4,4,4,5,1,1,5
919,09-25-2013,9,2013,Sep-13,Carrier08,Shenzhen CDC,Zhengzhou RDC,"Shenzhen CDC , Zhengzhou RDC",1337,5.982736251,0.265894981,140.2416667,2,3,4,2,2,5,2,2,4
920,09-25-2013,9,2013,Sep-13,Carrier08,Shenzhen CDC,Taiyuan RDC,"Shenzhen CDC , Taiyuan RDC",1675.3,83.2361753,0.235247823,160,2,3,4,2,2,5,1,1,4
921,09-25-2013,9,2013,Sep-13,Carrier08,Shenzhen CDC,Guangzhou RDC,"Shenzhen CDC , Guangzhou RDC",52.1,2.582277543,0.495985874,98.06673209,2,3,4,4,4,5,2,2,4
922,09-26-2013,9,2013,Sep-13,Carrier07,Huiyang CDC,Xiamen RDC,"Huiyang CDC , Xiamen RDC",413.6,874.4008666,0.296940595,137.0170509,4,1,2,2,2,5,2,1,4
923,09-26-2013,9,2013,Sep-13,Carrier08,Huiyang CDC,Guangzhou RDC,"Huiyang CDC , Guangzhou RDC",99.9,8.077516345,0.38103685,124.5305164,4,1,2,4,4,5,5,1,3
924,09-27-2013,9,2013,Sep-13,Carrier06,Shanghai CDC,Guangzhou RDC,"Shanghai CDC , Guangzhou RDC",1207.452068,5.72,1.043906586,161.4946619,5,4,3,4,4,5,3,2,4
925,09-27-2013,9,2013,Sep-13,Carrier09,Huiyang CDC,Guangzhou RDC,"Huiyang CDC , Guangzhou RDC",99.9,134.325066,0.354454623,134.4516907,4,1,2,4,4,5,5,1,3
926,09-27-2013,9,2013,Sep-13,Carrier06,Beijing CDC,Shijiazhuang RDC,"Beijing CDC , Shijiazhuang RDC",266.2,375.5354189,0.295086638,130.5244765,3,3,5,2,2,5,3,1,4
927,09-27-2013,9,2013,Sep-13,Carrier08,Hefei CDC,Zhengzhou RDC,"Hefei CDC , Zhengzhou RDC",452.5873129,5.22,1.459775484,237.9819277,1,5,1,2,2,5,1,3,1
928,09-27-2013,9,2013,Sep-13,Carrier09,Huiyang CDC,Wuhan RDC,"Huiyang CDC , Wuhan RDC",841.8,18.25549658,0.240958483,157.0680628,4,1,2,2,2,5,3,1,4
929,09-27-2013,9,2013,Sep-13,Carrier06,Huiyang CDC,Hangzhou RDC,"Huiyang CDC , Hangzhou RDC",1000.8,4406.150281,0.378874437,105.2838427,4,1,2,4,3,3,2,1,4
930,09-28-2013,9,2013,Sep-13,Carrier09,Huiyang CDC,Guangzhou RDC,"Huiyang CDC , Guangzhou RDC",99.9,212.7691268,0.401879575,117.7778519,4,1,2,4,4,5,5,1,3
931,09-28-2013,9,2013,Sep-13,Carrier06,Beijing CDC,Shijiazhuang RDC,"Beijing CDC , Shijiazhuang RDC",266.2,27.37002279,0.338962569,113.2673637,3,3,5,2,2,5,3,1,4
932,09-28-2013,9,2013,Sep-13,Carrier03,Beijing CDC,Taiyuan RDC,"Beijing CDC , Taiyuan RDC",412.8,119.0693123,0.256722473,155.5961778,3,3,5,2,2,5,3,1,4
933,09-29-2013,9,2013,Sep-13,Carrier06,Beijing CDC,Shijiazhuang RDC,"Beijing CDC , Shijiazhuang RDC",266.2,577.9212192,0.294457645,130.8108156,3,3,5,2,2,5,3,1,4
934,09-29-2013,9,2013,Sep-13,Carrier03,Chengdu CDC,Xian RDC,"Chengdu CDC , Xian RDC",611.4,170.5809896,0.274045888,136.801935,2,3,3,2,2,5,2,1,4
935,09-29-2013,9,2013,Sep-13,Carrier08,Huiyang CDC,Beijing RDC,"Huiyang CDC , Beijing RDC",1915.8,2124.518005,0.383885175,91.03851124,4,1,2,4,4,5,3,1,4
936,09-29-2013,9,2013,Sep-13,Carrier09,Huiyang CDC,Wuhan RDC,"Huiyang CDC , Wuhan RDC",841.8,19.19385163,0.378125442,99.66942149,4,1,2,2,2,5,3,1,4
937,09-30-2013,9,2013,Sep-13,Carrier08,Chengdu CDC,Beijing RDC,"Chengdu CDC , Beijing RDC",1518.7,1741.529531,0.143268848,266.0550459,2,3,3,4,4,5,2,3,5
938,09-30-2013,9,2013,Sep-13,Carrier02,Shanghai CDC,Lanzhou RDC,"Shanghai CDC , Lanzhou RDC",1711.9,9.157698362,0.054275927,188.8122605,5,4,3,4,3,3,2,2,5
939,09-30-2013,9,2013,Sep-13,Carrier08,Shenzhen CDC,Shanghai RDC,"Shenzhen CDC , Shanghai RDC",1221.2,133.3729623,0.251456099,160.4466199,2,3,4,2,2,2,2,1,4
940,09-30-2013,9,2013,Sep-13,Carrier12,Shanghai CDC,Chongqing RDC,"Shanghai CDC , Chongqing RDC",559.6,52.27945359,0.166975689,250.3355705,5,4,3,4,4,5,2,2,5
941,10-07-2013,10,2013,141554/2013,Carrier01,Shanghai CDC,Changsha RDC,"Shanghai CDC , Changsha RDC",888.9,35.48357315,0.170489967,230.4527559,5,4,3,4,4,5,2,2,5
942,10-08-2013,10,2013,141555/2013,Carrier08,Beijing CDC,Shenyang RDC,"Beijing CDC , Shenyang RDC",641.3,37.41492365,0.242013981,147.1733822,3,3,5,2,2,5,3,1,4
943,10-08-2013,10,2013,141555/2013,Carrier09,Huiyang CDC,Changsha RDC,"Huiyang CDC , Changsha RDC",611,680.4694901,0.336660145,126.6783335,4,1,2,4,4,5,3,1,4
944,10-09-2013,10,2013,141556/2013,Carrier08,Hefei CDC,Beijing RDC,"Hefei CDC , Beijing RDC",922.8,17.06829348,0.158087181,230.7692308,1,5,1,4,4,5,2,3,4
945,10-09-2013,10,2013,141556/2013,Carrier08,Hefei CDC,Chongqing RDC,"Hefei CDC , Chongqing RDC",568.1853429,1.75,1.314545836,214.9541284,1,5,1,4,4,5,1,3,1
946,10-09-2013,10,2013,141556/2013,Carrier08,Beijing CDC,Guangzhou RDC,"Beijing CDC , Guangzhou RDC",1899.1,26.80298885,0.261458347,137.3536896,3,3,5,4,4,5,3,1,4
947,10-10-2013,10,2013,141557/2013,Carrier06,Shanghai CDC,Hefei RDC,"Shanghai CDC , Hefei RDC",413.4,893.1052022,0.264390133,141.7507156,5,4,3,4,3,3,3,1,4
948,10-10-2013,10,2013,141557/2013,Carrier08,Shanghai CDC,Harbin RDC,"Shanghai CDC , Harbin RDC",1667.1,1521.533597,0.269042113,160.7973646,5,4,3,4,3,3,1,2,4
949,10-10-2013,10,2013,141557/2013,Carrier06,Hefei CDC,Hangzhou RDC,"Hefei CDC , Hangzhou RDC",314.8,36.29326044,0.19033059,233.9648513,1,5,1,4,3,3,1,3,5
950,10-11-2013,10,2013,141558/2013,Carrier01,Shanghai CDC,Guangzhou RDC,"Shanghai CDC , Guangzhou RDC",1207.5,1170.023354,0.159770515,245.754113,5,4,3,4,4,5,3,2,4
951,10-11-2013,10,2013,141558/2013,Carrier08,Beijing CDC,Hainan RDC,"Beijing CDC , Hainan RDC",2301.245746,170.14,0.893568629,165.215655,3,3,5,4,4,5,1,1,2
952,10-11-2013,10,2013,141558/2013,Carrier12,Shanghai CDC,Chongqing RDC,"Shanghai CDC , Chongqing RDC",559.6,58.06033407,0.218175328,190.6012024,5,4,3,4,4,5,2,2,5
953,10-11-2013,10,2013,141558/2013,Carrier06,Shanghai CDC,Hefei RDC,"Shanghai CDC , Hefei RDC",413.4,322.0916115,0.295404069,126.6263383,5,4,3,4,3,3,3,1,4
954,10-11-2013,10,2013,141558/2013,Carrier07,Huiyang CDC,Fuzhou RDC,"Huiyang CDC , Fuzhou RDC",602.1,783.9782543,0.315755143,125.2104208,4,1,2,4,4,5,3,1,4
955,10-11-2013,10,2013,141558/2013,Carrier08,Hefei CDC,Yinchuan RDC,"Hefei CDC , Yinchuan RDC",1233.674585,243.03,1.010240227,230.7692308,1,5,1,1,2,5,1,3,2
956,10-11-2013,10,2013,141558/2013,Carrier08,Shanghai CDC,Jiulongpo RDC,"Shanghai CDC , Jiulongpo RDC",1472.3,180.3552027,0.153288471,245.9649123,5,4,3,4,3,3,2,2,5
957,10-11-2013,10,2013,141558/2013,Carrier02,Huiyang CDC,Shanghai RDC,"Huiyang CDC , Shanghai RDC",1164,74.95040157,0.254341553,155.0306185,4,1,2,2,2,2,2,1,4
958,10-11-2013,10,2013,141558/2013,Carrier12,Beijing CDC,Chongqing RDC,"Beijing CDC , Chongqing RDC",560.2,12.64637973,0.279307613,136.9898305,3,3,5,4,4,5,3,1,4
959,10-11-2013,10,2013,141558/2013,Carrier08,Beijing CDC,Wuhan RDC,"Beijing CDC , Wuhan RDC",1079.3,14.99285531,0.250338386,137.6923077,3,3,5,2,2,5,2,1,5
960,10-12-2013,10,2013,141559/2013,Carrier06,Huiyang CDC,Nanjing RDC,"Huiyang CDC , Nanjing RDC",1096.6,12.99938163,0.314854186,123.442623,4,1,2,2,2,2,3,1,4
961,10-12-2013,10,2013,141559/2013,Carrier01,Shanghai CDC,Guangdong RDC,"Shanghai CDC , Guangdong RDC",1202.6,965.0922367,0.370198642,104.9715752,5,4,3,4,4,5,1,2,4
962,10-13-2013,10,2013,141560/2013,Carrier02,Huiyang CDC,Shanghai RDC,"Huiyang CDC , Shanghai RDC",1164,30.87999402,0.318477845,123.5905045,4,1,2,2,2,2,2,1,4
963,10-13-2013,10,2013,141560/2013,Carrier02,Huiyang CDC,Shanghai RDC,"Huiyang CDC , Shanghai RDC",1164,109.4653101,0.268669436,146.7015926,4,1,2,2,2,2,2,1,4
964,10-13-2013,10,2013,141560/2013,Carrier06,Huiyang CDC,Hefei RDC,"Huiyang CDC , Hefei RDC",1031,74.01596908,0.242085533,151.3010204,4,1,2,4,3,3,2,1,4
965,10-14-2013,10,2013,141561/2013,Carrier08,Huiyang CDC,Beijing RDC,"Huiyang CDC , Beijing RDC",1915.8,21.56842625,0.227875369,153.431677,4,1,2,4,4,5,3,1,4
966,10-14-2013,10,2013,141561/2013,Carrier02,Shenzhen CDC,Lanzhou RDC,"Shenzhen CDC , Lanzhou RDC",1753.4,105.3549266,0.072990861,163.3009324,2,3,4,4,3,3,1,2,5
967,10-14-2013,10,2013,141561/2013,Carrier08,Huiyang CDC,Shijiazhuang RDC,"Huiyang CDC , Shijiazhuang RDC",1691.7,270.8760166,0.294231162,121.6361198,4,1,2,2,2,5,1,1,4
968,10-14-2013,10,2013,141561/2013,Carrier03,Chengdu CDC,Yinchuan RDC,"Chengdu CDC , Yinchuan RDC",859.4,278.8453588,0.404544804,128.5336538,2,3,3,1,2,5,1,1,4
969,10-14-2013,10,2013,141561/2013,Carrier08,Shanghai CDC,Zhengzhou RDC,"Shanghai CDC , Zhengzhou RDC",820.7,196.8565171,0.200864341,181.4557058,5,4,3,2,2,5,3,2,5
970,10-15-2013,10,2013,141562/2013,Carrier08,Beijing CDC,Xiamen RDC,"Beijing CDC , Xiamen RDC",1731.1,33.41839539,0.539237902,73.66255144,3,3,5,2,2,5,1,1,5
971,10-15-2013,10,2013,141562/2013,Carrier02,Beijing CDC,Nanning RDC,"Beijing CDC , Nanning RDC",2053.7,55.05927029,0.07302136,137.3036649,3,3,5,2,2,2,1,1,5
972,10-15-2013,10,2013,141562/2013,Carrier06,Shanghai CDC,Hefei RDC,"Shanghai CDC , Hefei RDC",413.4,325.9349682,0.289965604,129.0413364,5,4,3,4,3,3,3,1,4
973,10-15-2013,10,2013,141562/2013,Carrier03,Beijing CDC,Taiyuan RDC,"Beijing CDC , Taiyuan RDC",412.8,512.3027014,0.274260697,145.4672582,3,3,5,2,2,5,3,1,4
974,10-15-2013,10,2013,141562/2013,Carrier06,Shenzhen CDC,Hefei RDC,"Shenzhen CDC , Hefei RDC",1070,93.54787044,0.303569154,126.4822134,2,3,4,4,3,3,1,1,4
975,10-15-2013,10,2013,141562/2013,Carrier08,Hefei CDC,Zhengzhou RDC,"Hefei CDC , Zhengzhou RDC",452.5873129,2.64,1.457917671,245.4601227,1,5,1,2,2,5,1,3,1
976,10-15-2013,10,2013,141562/2013,Carrier02,Huiyang CDC,Shanghai RDC,"Huiyang CDC , Shanghai RDC",1164,72.09592189,0.359269589,109.5298602,4,1,2,2,2,2,2,1,4
977,10-15-2013,10,2013,141562/2013,Carrier02,Hefei CDC,Kunming RDC,"Hefei CDC , Kunming RDC",1600.3,7.082561254,0.18674139,219.4444444,1,5,1,4,3,3,1,3,4
978,10-15-2013,10,2013,141562/2013,Carrier07,Huiyang CDC,Hainan RDC,"Huiyang CDC , Hainan RDC",541.9,17.73579465,0.33180157,124.5454545,4,1,2,4,4,5,2,1,4
979,10-15-2013,10,2013,141562/2013,Carrier06,Shanghai CDC,Hainan RDC,"Shanghai CDC , Hainan RDC",1691.49454,12.13,1.434234603,108.6956522,5,4,3,4,4,5,2,2,2
980,10-15-2013,10,2013,141562/2013,Carrier02,Beijing CDC,Hohhot RDC,"Beijing CDC , Hohhot RDC",398.9,570.1485984,0.292266308,129.198193,3,3,5,4,3,3,3,1,4
981,10-16-2013,10,2013,141563/2013,Carrier08,Shanghai CDC,Chengdu RDC,"Shanghai CDC , Chengdu RDC",1688.6,460.0718436,0.23278416,160.5748388,5,4,3,4,4,5,3,2,4
982,10-16-2013,10,2013,141563/2013,Carrier08,Shenzhen CDC,Guangzhou RDC,"Shenzhen CDC , Guangzhou RDC",52.1,81.09496989,0.313709967,162.7257223,2,3,4,4,4,5,2,2,4
983,10-16-2013,10,2013,141563/2013,Carrier02,Huiyang CDC,Yinchuan RDC,"Huiyang CDC , Yinchuan RDC",1883,1.859574977,0.095693773,120,4,1,2,1,2,5,1,1,5
984,10-16-2013,10,2013,141563/2013,Carrier08,Huiyang CDC,Taiyuan RDC,"Huiyang CDC , Taiyuan RDC",1662.4,5.157984306,0.211935354,176.3855422,4,1,2,2,2,5,2,1,4
