Shipment#,IndexDate,Month,Year,Date(Period),CarrierRef,EnglishOrigin,EnglishDestination,Route,GCD,CO2,CO2Metric,Density,CDCTrafficRating,CDCDensityRating,CDCEfficiencyRating,RDCTrafficRating,RDCDensityRating,RDCEfficiencyRating,RouteTrafficRating,RouteDensityRating,RouteEfficiencyRating
466,06-27-2013,6,2013,Jun-13,Carrier08,Shanghai CDC,Beijing RDC,"Shanghai CDC , Beijing RDC",1091.2,76.70742459,0.150476054,240.6800618,5,4,3,4,4,5,4,2,5
467,06-27-2013,6,2013,Jun-13,Carrier09,Huiyang CDC,Wuhan RDC,"Huiyang CDC , Wuhan RDC",841.8,1203.192288,0.300676358,125.5320059,4,1,2,2,2,5,3,1,4
468,06-27-2013,6,2013,Jun-13,Carrier04,Chengdu CDC,Harbin RDC,"Chengdu CDC , Harbin RDC",2576.89331,238.15,0.87450308,180.3412969,2,3,3,4,3,3,1,3,3
469,06-27-2013,6,2013,Jun-13,Carrier07,Shanghai CDC,Nanchang RDC,"Shanghai CDC , Nanchang RDC",628.7,109.8420809,0.399252807,98.73646209,5,4,3,2,2,2,2,2,4
470,06-27-2013,6,2013,Jun-13,Carrier03,Beijing CDC,Hohhot RDC,"Beijing CDC , Hohhot RDC",398.9,3.925735855,0.125122734,308.4470588,3,3,5,4,3,3,3,1,4
471,06-27-2013,6,2013,Jun-13,Carrier06,Huiyang CDC,Hangzhou RDC,"Huiyang CDC , Hangzhou RDC",1000.8,99.84018758,0.266254882,150.1723447,4,1,2,4,3,3,2,1,4
472,06-27-2013,6,2013,Jun-13,Carrier08,Shenzhen CDC,Changsha RDC,"Shenzhen CDC , Changsha RDC",618.2,16.29435006,0.263577322,149.2537313,2,3,4,4,4,5,1,1,4
473,06-28-2013,6,2013,Jun-13,Carrier08,Shenzhen CDC,Beijing RDC,"Shenzhen CDC , Beijing RDC",1941.7,5.672637783,0.259987544,138.7283951,2,3,4,4,4,5,3,2,4
474,06-28-2013,6,2013,Jun-13,Carrier10,Shanghai CDC,Wuhan RDC,"Shanghai CDC , Wuhan RDC",691.8,6.578495105,0.218302207,183.0252101,5,4,3,2,2,5,2,2,4
475,06-28-2013,6,2013,Jun-13,Carrier12,Shanghai CDC,Qingdao RDC,"Shanghai CDC , Qingdao RDC",742.2,10.60113484,0.147008993,257.7188329,5,4,3,2,2,2,2,2,5
476,06-28-2013,6,2013,Jun-13,Carrier06,Shanghai CDC,Nanjing RDC,"Shanghai CDC , Nanjing RDC",278.7,0.149819778,0.29183848,131.5714286,5,4,3,2,2,2,5,1,4
477,06-28-2013,6,2013,Jun-13,Carrier06,Shanghai CDC,Nanjing RDC,"Shanghai CDC , Nanjing RDC",278.7,0.367923819,0.22375303,168.5714286,5,4,3,2,2,2,5,1,4
478,06-29-2013,6,2013,Jun-13,Carrier06,Beijing CDC,Hangzhou RDC,"Beijing CDC , Hangzhou RDC",1131,820.4457007,0.285495986,131.2447314,3,3,5,4,3,3,3,1,4
479,06-29-2013,6,2013,Jun-13,Carrier11,Beijing CDC,Zhengzhou RDC,"Beijing CDC , Zhengzhou RDC",627.4,1.714054991,0.28818535,126.4,3,3,5,2,2,5,3,1,4
480,06-30-2013,6,2013,Jun-13,Carrier06,Shanghai CDC,Hangzhou RDC,"Shanghai CDC , Hangzhou RDC",178.7,164.048146,0.243762643,157.671928,5,4,3,4,3,3,4,1,2
481,07-01-2013,7,2013,Jul-13,Carrier08,Shanghai CDC,Xian RDC,"Shanghai CDC , Xian RDC",1238.3,195.5247219,0.157337578,229.5425435,5,4,3,2,2,5,3,2,5
482,07-01-2013,7,2013,Jul-13,Carrier08,Shenzhen CDC,Beijing RDC,"Shenzhen CDC , Beijing RDC",1941.7,25.35218168,0.237053931,152.9972222,2,3,4,4,4,5,3,2,4
483,07-01-2013,7,2013,Jul-13,Carrier09,Huiyang CDC,Changsha RDC,"Huiyang CDC , Changsha RDC",611,0.917140909,0.261051991,164.2857143,4,1,2,4,4,5,3,1,4
484,07-01-2013,7,2013,Jul-13,Carrier08,Shenzhen CDC,Beijing RDC,"Shenzhen CDC , Beijing RDC",1941.7,7.780929532,0.296703457,121.6756757,2,3,4,4,4,5,3,2,4
485,07-02-2013,7,2013,Jul-13,Carrier08,Shenzhen CDC,Hangzhou RDC,"Shenzhen CDC , Hangzhou RDC",1056.6,382.3552141,0.267065086,153.7675897,2,3,4,4,3,3,1,2,4
486,07-02-2013,7,2013,Jul-13,Carrier06,Shanghai CDC,Hangzhou RDC,"Shanghai CDC , Hangzhou RDC",178.7,57.89314674,0.324988829,116.9062976,5,4,3,4,3,3,4,1,2
487,07-02-2013,7,2013,Jul-13,Carrier07,Huiyang CDC,Fuzhou RDC,"Huiyang CDC , Fuzhou RDC",602.1,922.6038973,0.318661062,124.0574031,4,1,2,4,4,5,3,1,4
488,07-02-2013,7,2013,Jul-13,Carrier09,Huiyang CDC,Guangzhou RDC,"Huiyang CDC , Guangzhou RDC",99.9,0.270465506,0.288017279,167.8571429,4,1,2,4,4,5,5,1,3
489,07-02-2013,7,2013,Jul-13,Carrier08,Shanghai CDC,Zhengzhou RDC,"Shanghai CDC , Zhengzhou RDC",820.7,152.1422112,0.2225997,163.5506677,5,4,3,2,2,5,3,2,5
490,07-03-2013,7,2013,Jul-13,Carrier03,Beijing CDC,Hohhot RDC,"Beijing CDC , Hohhot RDC",398.9,5.924314639,0.279228935,135.3384224,3,3,5,4,3,3,3,1,4
491,07-03-2013,7,2013,Jul-13,Carrier06,Huiyang CDC,Hefei RDC,"Huiyang CDC , Hefei RDC",1031,10.21521334,0.297539441,122.8782288,4,1,2,4,3,3,2,1,4
492,07-03-2013,7,2013,Jul-13,Carrier07,Huiyang CDC,Chengdu RDC,"Huiyang CDC , Chengdu RDC",1348,83.59212382,0.264161709,167.6785714,4,1,2,4,4,5,2,1,4
493,07-03-2013,7,2013,Jul-13,Carrier10,Hefei CDC,Beijing RDC,"Hefei CDC , Beijing RDC",922.8,120.9927656,0.143058342,255.3672332,1,5,1,4,4,5,2,3,4
494,07-03-2013,7,2013,Jul-13,Carrier08,Hefei CDC,Zhengzhou RDC,"Hefei CDC , Zhengzhou RDC",452.5873129,132.13,1.459718338,250,1,5,1,2,2,5,1,3,1
495,07-03-2013,7,2013,Jul-13,Carrier08,Hefei CDC,Tianjin RDC,"Hefei CDC , Tianjin RDC",814.1219863,3.21,1.142869003,193.8202247,1,5,1,2,2,5,1,3,2
496,07-03-2013,7,2013,Jul-13,Carrier06,Shanghai CDC,Beijing RDC,"Shanghai CDC , Beijing RDC",1091.2,79.58721168,0.243841712,147.8546713,5,4,3,4,4,5,4,2,5
497,07-03-2013,7,2013,Jul-13,Carrier08,Shanghai CDC,Hohhot RDC,"Shanghai CDC , Hohhot RDC",1387.3,49.81221966,0.262931125,147.9523294,5,4,3,4,3,3,2,2,4
498,07-03-2013,7,2013,Jul-13,Carrier08,Huiyang CDC,Taiyuan RDC,"Huiyang CDC , Taiyuan RDC",1662.4,5.327142946,0.301457127,123.6046512,4,1,2,2,2,5,2,1,4
499,07-03-2013,7,2013,Jul-13,Carrier06,Shanghai CDC,Hangzhou RDC,"Shanghai CDC , Hangzhou RDC",178.7,2.81486252,0.203966032,190.2167488,5,4,3,4,3,3,4,1,2
500,07-03-2013,7,2013,Jul-13,Carrier02,Shenzhen CDC,Chongqing RDC,"Shenzhen CDC , Chongqing RDC",1627,9.249895235,0.071333074,147.3197782,2,3,4,4,4,5,1,1,5
501,07-04-2013,7,2013,Jul-13,Carrier06,Shanghai CDC,Nanjing RDC,"Shanghai CDC , Nanjing RDC",278.7,70.9797553,0.277165219,134.8715691,5,4,3,2,2,2,5,1,4
502,07-04-2013,7,2013,Jul-13,Carrier03,Chengdu CDC,Xian RDC,"Chengdu CDC , Xian RDC",611.4,207.1981622,0.271912054,137.8832835,2,3,3,2,2,5,2,1,4
503,07-04-2013,7,2013,Jul-13,Carrier08,Hefei CDC,Jiulongpo RDC,"Hefei CDC , Jiulongpo RDC",1065.272624,46.42,1.051334196,195.1412429,1,5,1,4,3,3,1,3,2
504,07-04-2013,7,2013,Jul-13,Carrier07,Huiyang CDC,Fuzhou RDC,"Huiyang CDC , Fuzhou RDC",602.1,479.8962256,0.320742112,123.2445073,4,1,2,4,4,5,3,1,4
505,07-04-2013,7,2013,Jul-13,Carrier06,Shanghai CDC,Nanjing RDC,"Shanghai CDC , Nanjing RDC",278.7,0.297082286,0.230926614,164.8571429,5,4,3,2,2,2,5,1,4
506,07-05-2013,7,2013,Jul-13,Carrier08,Beijing CDC,Guangzhou RDC,"Beijing CDC , Guangzhou RDC",1899.1,2325.689203,0.265988331,135.004633,3,3,5,4,4,5,3,1,4
507,07-05-2013,7,2013,Jul-13,Carrier08,Shenzhen CDC,Zhengzhou RDC,"Shenzhen CDC , Zhengzhou RDC",1337,148.5072107,0.253885604,147.3063973,2,3,4,2,2,5,2,2,4
508,07-05-2013,7,2013,Jul-13,Carrier06,Huiyang CDC,Hefei RDC,"Huiyang CDC , Hefei RDC",1031,94.51653411,0.280425131,130.4521149,4,1,2,4,3,3,2,1,4
509,07-05-2013,7,2013,Jul-13,Carrier12,Beijing CDC,Chongqing RDC,"Beijing CDC , Chongqing RDC",560.2,313.2652694,0.310440428,123.2008755,3,3,5,4,4,5,3,1,4
510,07-05-2013,7,2013,Jul-13,Carrier11,Beijing CDC,Zhengzhou RDC,"Beijing CDC , Zhengzhou RDC",627.4,393.7006293,0.24331388,150.7317358,3,3,5,2,2,5,3,1,4
511,07-08-2013,7,2013,Jul-13,Carrier08,Chengdu CDC,Hangzhou RDC,"Chengdu CDC , Hangzhou RDC",1549.2,32.55219077,0.285842177,138.1766917,2,3,3,4,3,3,2,3,5
512,07-08-2013,7,2013,Jul-13,Carrier08,Shenzhen CDC,Xiamen RDC,"Shenzhen CDC , Xiamen RDC",486.2,0.047427669,0.190151371,256.5,2,3,4,2,2,5,1,1,4
513,07-08-2013,7,2013,Jul-13,Carrier06,Huiyang CDC,Nanjing RDC,"Huiyang CDC , Nanjing RDC",1096.6,335.892017,0.258135121,150.9477166,4,1,2,2,2,2,3,1,4
514,07-08-2013,7,2013,Jul-13,Carrier09,Huiyang CDC,Guangzhou RDC,"Huiyang CDC , Guangzhou RDC",99.9,55.20062879,0.406487547,116.3727421,4,1,2,4,4,5,5,1,3
515,07-08-2013,7,2013,Jul-13,Carrier07,Huiyang CDC,Nanning RDC,"Huiyang CDC , Nanning RDC",636.6,258.9794356,0.286264764,129.9844507,4,1,2,2,2,2,2,1,4
516,07-08-2013,7,2013,Jul-13,Carrier02,Shenzhen CDC,Chongqing RDC,"Shenzhen CDC , Chongqing RDC",1627,0.489163374,0.046977122,228.5714286,2,3,4,4,4,5,1,1,5
517,07-08-2013,7,2013,Jul-13,Carrier08,Shanghai CDC,Chengdu RDC,"Shanghai CDC , Chengdu RDC",1688.6,60.61022886,0.166999057,224.3569937,5,4,3,4,4,5,3,2,4
518,07-08-2013,7,2013,Jul-13,Carrier06,Shanghai CDC,Tianjin RDC,"Shanghai CDC , Tianjin RDC",957.2,1.232734688,0.229974085,160,5,4,3,2,2,5,2,2,4
519,07-08-2013,7,2013,Jul-13,Carrier06,Shanghai CDC,Beijing RDC,"Shanghai CDC , Beijing RDC",1091.2,186.408039,0.181680629,198.9564113,5,4,3,4,4,5,4,2,5
520,07-09-2013,7,2013,Jul-13,Carrier09,Huiyang CDC,Guangzhou RDC,"Huiyang CDC , Guangzhou RDC",99.9,89.23187949,0.350416637,136.0918313,4,1,2,4,4,5,5,1,3
521,07-09-2013,7,2013,Jul-13,Carrier08,Shanghai CDC,Beijing RDC,"Shanghai CDC , Beijing RDC",1091.2,73.41414756,0.202804489,178.0676329,5,4,3,4,4,5,4,2,5
522,07-09-2013,7,2013,Jul-13,Carrier08,Shenzhen CDC,Xian RDC,"Shenzhen CDC , Xian RDC",1376,800.3552757,0.345235959,120.4116638,2,3,4,2,2,5,2,2,4
523,07-09-2013,7,2013,Jul-13,Carrier04,Chengdu CDC,Chengdu RDC,"Chengdu CDC , Chengdu RDC",27,65.95479815,0.359724861,132.7027085,2,3,3,4,4,5,3,1,4
524,07-09-2013,7,2013,Jul-13,Carrier08,Shenzhen CDC,Chengdu RDC,"Shenzhen CDC , Chengdu RDC",1308.2,923.036208,0.311249311,142.1979676,2,3,4,4,4,5,1,2,4
525,07-09-2013,7,2013,Jul-13,Carrier03,Beijing CDC,Taiyuan RDC,"Beijing CDC , Taiyuan RDC",412.8,501.9935025,0.305499053,130.3618798,3,3,5,2,2,5,3,1,4
526,07-09-2013,7,2013,Jul-13,Carrier10,Shanghai CDC,Guangzhou RDC,"Shanghai CDC , Guangzhou RDC",1207.5,133.7943771,0.149733509,262.4113475,5,4,3,4,4,5,3,2,4
527,07-10-2013,7,2013,Jul-13,Carrier12,Beijing CDC,Qingdao RDC,"Beijing CDC , Qingdao RDC",378.3,389.4671806,0.283833088,131.5967057,3,3,5,2,2,2,3,2,4
528,07-10-2013,7,2013,Jul-13,Carrier06,Beijing CDC,Tianjin RDC,"Beijing CDC , Tianjin RDC",137.3,169.6392526,0.306982534,126.6809354,3,3,5,2,2,5,3,1,4
529,07-10-2013,7,2013,Jul-13,Carrier08,Chengdu CDC,Taiyuan RDC,"Chengdu CDC , Taiyuan RDC",1107.1,87.09640545,0.287960345,131.4725698,2,3,3,2,2,5,1,3,4
530,07-10-2013,7,2013,Jul-13,Carrier10,Shanghai CDC,Guangdong RDC,"Shanghai CDC , Guangdong RDC",1202.6,56.67973682,0.207955334,187.4607113,5,4,3,4,4,5,1,2,4
531,07-10-2013,7,2013,Jul-13,Carrier08,Shanghai CDC,Beijing RDC,"Shanghai CDC , Beijing RDC",1091.2,13.93620819,0.228061639,158.1920904,5,4,3,4,4,5,4,2,5
532,07-10-2013,7,2013,Jul-13,Carrier06,Shanghai CDC,Nanjing RDC,"Shanghai CDC , Nanjing RDC",278.7,0.783707712,0.297252842,126.1333333,5,4,3,2,2,2,5,1,4
533,07-10-2013,7,2013,Jul-13,Carrier06,Shanghai CDC,Nanjing RDC,"Shanghai CDC , Nanjing RDC",278.7,2.938730353,0.235366558,159.430605,5,4,3,2,2,2,5,1,4
534,07-11-2013,7,2013,Jul-13,Carrier07,Huiyang CDC,Hainan RDC,"Huiyang CDC , Hainan RDC",541.9,0.787861154,0.276404298,150.2857143,4,1,2,4,4,5,2,1,4
535,07-11-2013,7,2013,Jul-13,Carrier07,Huiyang CDC,Guiyang RDC,"Huiyang CDC , Guiyang RDC",884,152.1637854,0.349189015,129.5859621,4,1,2,4,4,5,1,1,4
536,07-11-2013,7,2013,Jul-13,Carrier08,Huiyang CDC,Taiyuan RDC,"Huiyang CDC , Taiyuan RDC",1662.4,10.56883437,0.195617724,191.1764706,4,1,2,2,2,5,2,1,4
537,07-11-2013,7,2013,Jul-13,Carrier08,Shenzhen CDC,Hangzhou RDC,"Shenzhen CDC , Hangzhou RDC",1056.6,203.4593419,0.275086317,149.2537313,2,3,4,4,3,3,1,2,4
538,07-11-2013,7,2013,Jul-13,Carrier08,Huiyang CDC,Beijing RDC,"Huiyang CDC , Beijing RDC",1915.8,35.94934398,0.199105145,175.8302239,4,1,2,4,4,5,3,1,4
539,07-11-2013,7,2013,Jul-13,Carrier07,Shanghai CDC,Fuzhou RDC,"Shanghai CDC , Fuzhou RDC",623.6,193.6556939,0.216455143,189.3222486,5,4,3,4,4,5,1,2,4
540,07-11-2013,7,2013,Jul-13,Carrier08,Shanghai CDC,Hohhot RDC,"Shanghai CDC , Hohhot RDC",1387.3,45.22757095,0.171907083,226.84689,5,4,3,4,3,3,2,2,4
541,07-11-2013,7,2013,Jul-13,Carrier04,Chengdu CDC,Chengdu RDC,"Chengdu CDC , Chengdu RDC",27,10.0158152,0.325174764,150.7984137,2,3,3,4,4,5,3,1,4
542,07-12-2013,7,2013,Jul-13,Carrier08,Beijing CDC,Guangzhou RDC,"Beijing CDC , Guangzhou RDC",1899.1,3.707607476,0.226484586,159.6296296,3,3,5,4,4,5,3,1,4
543,07-12-2013,7,2013,Jul-13,Carrier04,Chengdu CDC,Chengdu RDC,"Chengdu CDC , Chengdu RDC",27,17.36812802,0.345915809,139.389626,2,3,3,4,4,5,3,1,4
544,07-12-2013,7,2013,Jul-13,Carrier08,Hefei CDC,Guangdong RDC,"Hefei CDC , Guangdong RDC",1050.048508,7.08,1.055171463,233.2116788,1,5,1,4,4,5,2,3,3
545,07-12-2013,7,2013,Jul-13,Carrier07,Huiyang CDC,Nanchang RDC,"Huiyang CDC , Nanchang RDC",659.3,32.19640211,0.318886126,114.4544096,4,1,2,2,2,2,3,1,4
546,07-12-2013,7,2013,Jul-13,Carrier08,Shanghai CDC,Beijing RDC,"Shanghai CDC , Beijing RDC",1091.2,34.37476882,0.167741237,215.6142365,5,4,3,4,4,5,4,2,5
547,07-12-2013,7,2013,Jul-13,Carrier08,Shanghai CDC,Changchun RDC,"Shanghai CDC , Changchun RDC",1442.9,51.11013974,0.177909679,251.0718789,5,4,3,4,4,5,2,2,4
548,07-13-2013,7,2013,Jul-13,Carrier02,Shanghai CDC,Guangzhou RDC,"Shanghai CDC , Guangzhou RDC",1207.5,3.916470122,0.042342735,257.0469799,5,4,3,4,4,5,3,2,4
549,07-15-2013,7,2013,Jul-13,Carrier08,Chengdu CDC,Guangzhou RDC,"Chengdu CDC , Guangzhou RDC",1278.8,65.96754187,0.145927874,301.3640239,2,3,3,4,4,5,2,3,5
550,07-15-2013,7,2013,Jul-13,Carrier07,Huiyang CDC,Jiulongpo RDC,"Huiyang CDC , Jiulongpo RDC",1085.5,9.20294486,0.436608811,104.3978495,4,1,2,4,3,3,1,1,4
551,07-15-2013,7,2013,Jul-13,Carrier08,Shanghai CDC,Beijing RDC,"Shanghai CDC , Beijing RDC",1091.2,0.501085852,0.121162597,291.5384615,5,4,3,4,4,5,4,2,5
552,07-15-2013,7,2013,Jul-13,Carrier06,Shanghai CDC,Hangzhou RDC,"Shanghai CDC , Hangzhou RDC",178.7,2.031194852,0.20007934,193.890785,5,4,3,4,3,3,4,1,2
553,07-15-2013,7,2013,Jul-13,Carrier06,Shanghai CDC,Nanjing RDC,"Shanghai CDC , Nanjing RDC",278.7,10.83279712,0.301310267,123.8003839,5,4,3,2,2,2,5,1,4
554,07-15-2013,7,2013,Jul-13,Carrier09,Huiyang CDC,Changsha RDC,"Huiyang CDC , Changsha RDC",611,1429.338148,0.341967463,124.6916445,4,1,2,4,4,5,3,1,4
555,07-16-2013,7,2013,Jul-13,Carrier09,Huiyang CDC,Wuhan RDC,"Huiyang CDC , Wuhan RDC",841.8,0.012612679,0,0,4,1,2,2,2,5,3,1,4
556,07-16-2013,7,2013,Jul-13,Carrier04,Chengdu CDC,Hainan RDC,"Chengdu CDC , Hainan RDC",1357.385596,33.17,1.264838607,129.4038848,2,3,3,4,4,5,1,3,2
557,07-16-2013,7,2013,Jul-13,Carrier03,Beijing CDC,Lanzhou RDC,"Beijing CDC , Lanzhou RDC",1161.4,3.323811599,0.206739927,200.6231884,3,3,5,4,3,3,2,1,4
558,07-17-2013,7,2013,Jul-13,Carrier08,Beijing CDC,Shenyang RDC,"Beijing CDC , Shenyang RDC",641.3,0.75495167,0.234506126,152.1212121,3,3,5,2,2,5,3,1,4
559,07-17-2013,7,2013,Jul-13,Carrier06,Shanghai CDC,Hangzhou RDC,"Shanghai CDC , Hangzhou RDC",178.7,4.530398322,0.2758048,138.6425339,5,4,3,4,3,3,4,1,2
560,07-17-2013,7,2013,Jul-13,Carrier08,Chengdu CDC,Qingdao RDC,"Chengdu CDC , Qingdao RDC",1372.6,45.27051359,0.14484663,265.3846154,2,3,3,2,2,2,2,3,4
561,07-17-2013,7,2013,Jul-13,Carrier09,Huiyang CDC,Guangzhou RDC,"Huiyang CDC , Guangzhou RDC",99.9,26.26971356,0.358205995,132.9655859,4,1,2,4,4,5,5,1,3
562,07-17-2013,7,2013,Jul-13,Carrier08,Hefei CDC,Hohhot RDC,"Hefei CDC , Hohhot RDC",1118.558705,243.19,1.037031776,191.6712379,1,5,1,4,3,3,1,2,3
563,07-17-2013,7,2013,Jul-13,Carrier02,Huiyang CDC,Chongqing RDC,"Huiyang CDC , Chongqing RDC",1583.9,9.447988746,0.069946247,146.0273973,4,1,2,4,4,5,1,1,5
564,07-17-2013,7,2013,Jul-13,Carrier09,Huiyang CDC,Wuhan RDC,"Huiyang CDC , Wuhan RDC",841.8,140.9252735,0.266846225,141.5849695,4,1,2,2,2,5,3,1,4
565,07-17-2013,7,2013,Jul-13,Carrier06,Beijing CDC,Hangzhou RDC,"Beijing CDC , Hangzhou RDC",1131,1186.642424,0.264380524,141.7933757,3,3,5,4,3,3,3,1,4
566,07-17-2013,7,2013,Jul-13,Carrier03,Beijing CDC,Hohhot RDC,"Beijing CDC , Hohhot RDC",398.9,205.2488736,0.294143935,128.3585266,3,3,5,4,3,3,3,1,4
567,07-18-2013,7,2013,Jul-13,Carrier08,Shenzhen CDC,Hefei RDC,"Shenzhen CDC , Hefei RDC",1070,362.7988998,0.272735193,140.8884859,2,3,4,4,3,3,1,1,4
568,07-18-2013,7,2013,Jul-13,Carrier06,Shanghai CDC,Nanjing RDC,"Shanghai CDC , Nanjing RDC",278.7,426.7418571,0.280363264,133.2871263,5,4,3,2,2,2,5,1,4
569,07-18-2013,7,2013,Jul-13,Carrier09,Huiyang CDC,Guangdong RDC,"Huiyang CDC , Guangdong RDC",38.6,55.52249666,0.354071072,151.9081629,4,1,2,4,4,5,3,1,4
570,07-18-2013,7,2013,Jul-13,Carrier02,Huiyang CDC,Harbin RDC,"Huiyang CDC , Harbin RDC",2769.5,2.841773704,0.088456578,114.8514851,4,1,2,4,3,3,1,1,5
571,07-18-2013,7,2013,Jul-13,Carrier08,Chengdu CDC,Qingdao RDC,"Chengdu CDC , Qingdao RDC",1372.6,8.272687581,0.143911651,266.7515924,2,3,3,2,2,2,2,3,4
572,07-18-2013,7,2013,Jul-13,Carrier08,Huiyang CDC,Qingdao RDC,"Huiyang CDC , Qingdao RDC",1553.3,1639.599148,0.351700458,103.7291767,4,1,2,2,2,2,2,1,4
573,07-19-2013,7,2013,Jul-13,Carrier08,Shanghai CDC,Zhengzhou RDC,"Shanghai CDC , Zhengzhou RDC",820.7,39.51519224,0.190873241,191.1,5,4,3,2,2,5,3,2,5
574,07-19-2013,7,2013,Jul-13,Carrier02,Huiyang CDC,Yinchuan RDC,"Huiyang CDC , Yinchuan RDC",1883,2.967899495,0.112317737,101.6884058,4,1,2,1,2,5,1,1,5
575,07-19-2013,7,2013,Jul-13,Carrier08,Shanghai CDC,Guiyang RDC,"Shanghai CDC , Guiyang RDC",1547,5.254951446,0.147050469,259.5505618,5,4,3,4,4,5,2,2,4
576,07-19-2013,7,2013,Jul-13,Carrier08,Hefei CDC,Lanzhou RDC,"Hefei CDC , Lanzhou RDC",1305.276147,314.45,0.995976835,195.2219532,1,5,1,4,3,3,1,3,2
577,07-19-2013,7,2013,Jul-13,Carrier10,Shanghai CDC,Guangzhou RDC,"Shanghai CDC , Guangzhou RDC",1207.5,487.727591,0.249062852,157.0844634,5,4,3,4,4,5,3,2,4
578,07-20-2013,7,2013,Jul-13,Carrier08,Beijing CDC,Shenyang RDC,"Beijing CDC , Shenyang RDC",641.3,0.647382758,0.276495492,130.3928571,3,3,5,2,2,5,3,1,4
579,07-20-2013,7,2013,Jul-13,Carrier06,Beijing CDC,Tianjin RDC,"Beijing CDC , Tianjin RDC",137.3,32.05382501,0.305509714,127.3175608,3,3,5,2,2,5,3,1,4
580,07-20-2013,7,2013,Jul-13,Carrier02,Beijing CDC,Wuhan RDC,"Beijing CDC , Wuhan RDC",1079.3,56.76583926,0.064618246,146.7607285,3,3,5,2,2,5,2,1,5
581,07-22-2013,7,2013,Jul-13,Carrier08,Shanghai CDC,Shenyang RDC,"Shanghai CDC , Shenyang RDC",1203.6,279.4860594,0.276981352,166.3070819,5,4,3,2,2,5,3,2,4
582,07-22-2013,7,2013,Jul-13,Carrier08,Shenzhen CDC,Guangzhou RDC,"Shenzhen CDC , Guangzhou RDC",52.1,4.640022961,0.397677793,124.8327759,2,3,4,4,4,5,2,2,4
583,07-22-2013,7,2013,Jul-13,Carrier08,Beijing CDC,Harbin RDC,"Beijing CDC , Harbin RDC",1057.4,1403.212219,0.289057556,129.1252742,3,3,5,4,3,3,2,1,4
584,07-22-2013,7,2013,Jul-13,Carrier03,Beijing CDC,Lanzhou RDC,"Beijing CDC , Lanzhou RDC",1161.4,290.8000688,0.383582822,108.3598938,3,3,5,4,3,3,2,1,4
585,07-22-2013,7,2013,Jul-13,Carrier02,Beijing CDC,Nanning RDC,"Beijing CDC , Nanning RDC",2053.7,409.3740009,0.085833477,116.5601285,3,3,5,2,2,2,1,1,5
586,07-23-2013,7,2013,Jul-13,Carrier02,Shanghai CDC,Yinchuan RDC,"Shanghai CDC , Yinchuan RDC",1607.2,0.98502564,0.059711911,190.0740741,5,4,3,1,2,5,1,2,5
587,07-23-2013,7,2013,Jul-13,Carrier02,Shanghai CDC,Urumqi RDC,"Shanghai CDC , Urumqi RDC",3293.4,13.95965876,0.062668948,162.9783133,5,4,3,2,2,5,1,1,5
588,07-23-2013,7,2013,Jul-13,Carrier06,Shanghai CDC,Hangzhou RDC,"Shanghai CDC , Hangzhou RDC",178.7,212.6840445,0.266762267,143.5044066,5,4,3,4,3,3,4,1,2
589,07-23-2013,7,2013,Jul-13,Carrier06,Huiyang CDC,Nanjing RDC,"Huiyang CDC , Nanjing RDC",1096.6,591.4495469,0.334610411,116.2629833,4,1,2,2,2,2,3,1,4
590,07-23-2013,7,2013,Jul-13,Carrier08,Shenzhen CDC,Hangzhou RDC,"Shenzhen CDC , Hangzhou RDC",1056.6,3.883843213,0.233383702,176.9662921,2,3,4,4,3,3,1,2,4
591,07-23-2013,7,2013,Jul-13,Carrier08,Shenzhen CDC,Shanghai RDC,"Shenzhen CDC , Shanghai RDC",1221.2,179.8790702,0.38919166,103.4350916,2,3,4,2,2,2,2,1,4
592,07-23-2013,7,2013,Jul-13,Carrier08,Shanghai CDC,Shenyang RDC,"Shanghai CDC , Shenyang RDC",1203.6,117.1757694,0.249626696,184.6590909,5,4,3,2,2,5,3,2,4
593,07-23-2013,7,2013,Jul-13,Carrier08,Shanghai CDC,Taiyuan RDC,"Shanghai CDC , Taiyuan RDC",1101.8,49.36476406,0.159387204,249.2021277,5,4,3,2,2,5,3,2,5
594,07-23-2013,7,2013,Jul-13,Carrier08,Huiyang CDC,Taiyuan RDC,"Huiyang CDC , Taiyuan RDC",1662.4,132.5180325,0.31359246,118.7290986,4,1,2,2,2,5,2,1,4
595,07-23-2013,7,2013,Jul-13,Carrier12,Beijing CDC,Qingdao RDC,"Beijing CDC , Qingdao RDC",378.3,71.95302563,0.304534477,122.4873505,3,3,5,2,2,2,3,2,4
596,07-23-2013,7,2013,Jul-13,Carrier08,Beijing CDC,Guangzhou RDC,"Beijing CDC , Guangzhou RDC",1899.1,355.8225098,0.209228092,171.8150422,3,3,5,4,4,5,3,1,4
597,07-23-2013,7,2013,Jul-13,Carrier02,Beijing CDC,Changsha RDC,"Beijing CDC , Changsha RDC",1344.6,2.574940861,0.073176297,132.8426396,3,3,5,4,4,5,1,3,5
598,07-23-2013,7,2013,Jul-13,Carrier06,Shanghai CDC,Beijing RDC,"Shanghai CDC , Beijing RDC",1091.2,165.4469538,0.205022793,176.119076,5,4,3,4,4,5,4,2,5
599,07-24-2013,7,2013,Jul-13,Carrier06,Shanghai CDC,Nanjing RDC,"Shanghai CDC , Nanjing RDC",278.7,55.26503191,0.271474417,137.7668804,5,4,3,2,2,2,5,1,4
